,order_id,item_id,product_id,quantity,list_price,discount,total_price
242,80,2,24,1,549.99,0.1,549.99
243,80,3,17,1,429.0,0.2,429.0
244,81,1,10,2,1549.0,0.2,3098.0
245,81,2,23,2,299.99,0.05,599.98
246,81,3,25,2,499.99,0.05,999.98
247,82,1,25,2,499.99,0.1,999.98
248,82,2,11,2,1680.99,0.2,3361.98
249,83,1,20,1,599.99,0.2,599.99
250,83,2,3,2,999.99,0.05,1999.98
251,84,1,23,2,299.99,0.07,599.98
252,84,2,15,2,529.99,0.07,1059.98
253,85,1,4,2,2899.99,0.05,5799.98
254,85,2,18,1,449.0,0.07,449.0
255,86,1,9,2,2999.99,0.1,5999.98
256,86,2,23,2,299.99,0.07,599.98
257,86,3,21,2,269.99,0.2,539.98
258,86,4,15,1,529.99,0.1,529.99
259,87,1,20,2,599.99,0.2,1199.98
260,87,2,23,2,299.99,0.1,599.98
261,88,1,10,1,1549.0,0.07,1549.0
262,88,2,8,2,1799.99,0.1,3599.98
263,88,3,7,1,3999.99,0.1,3999.99
264,89,1,5,1,1320.99,0.05,1320.99
265,89,2,6,2,469.99,0.1,939.98
266,90,1,3,1,999.99,0.1,999.99
267,90,2,6,1,469.99,0.07,469.99
268,91,1,11,1,1680.99,0.1,1680.99
269,91,2,25,1,499.99,0.05,499.99
270,91,3,15,2,529.99,0.07,1059.98
271,91,4,13,2,269.99,0.07,539.98
272,92,1,8,1,1799.99,0.1,1799.99
273,93,1,22,2,269.99,0.07,539.98
274,93,2,17,1,429.0,0.05,429.0
275,93,3,21,1,269.99,0.1,269.99
276,93,4,2,1,749.99,0.2,749.99
277,93,5,10,2,1549.0,0.07,3098.0
278,94,1,12,1,549.99,0.05,549.99
279,94,2,4,1,2899.99,0.2,2899.99
280,94,3,11,1,1680.99,0.2,1680.99
281,94,4,21,2,269.99,0.07,539.98
282,95,1,10,2,1549.0,0.2,3098.0
283,95,2,19,1,449.0,0.1,449.0
284,95,3,8,2,1799.99,0.2,3599.98
285,95,4,20,2,599.99,0.05,1199.98
286,96,1,26,1,599.99,0.1,599.99
287,96,2,23,1,299.99,0.05,299.99
288,97,1,20,2,599.99,0.2,1199.98
289,97,2,2,1,749.99,0.07,749.99
290,97,3,6,2,469.99,0.2,939.98
291,97,4,19,1,449.0,0.1,449.0
292,98,1,19,1,449.0,0.07,449.0
293,98,2,21,1,269.99,0.1,269.99
294,98,3,2,1,749.99,0.2,749.99
295,98,4,22,2,269.99,0.2,539.98
296,99,1,13,1,269.99,0.2,269.99
297,99,2,21,1,269.99,0.2,269.99
298,99,3,25,2,499.99,0.05,999.98
299,99,4,7,2,3999.99,0.07,7999.98
300,99,5,23,2,299.99,0.2,599.98
301,100,1,12,2,549.99,0.05,1099.98
302,100,2,11,2,1680.99,0.1,3361.98
303,100,3,7,2,3999.99,0.2,7999.98
304,100,4,16,2,599.99,0.2,1199.98
305,100,5,24,2,549.99,0.1,1099.98
306,101,1,12,2,549.99,0.2,1099.98
307,102,1,15,1,529.99,0.05,529.99
308,102,2,22,1,269.99,0.07,269.99
309,103,1,17,1,429.0,0.07,429.0
310,103,2,3,1,999.99,0.05,999.99
311,103,3,18,1,449.0,0.2,449.0
312,103,4,15,2,529.99,0.1,1059.98
313,103,5,9,2,2999.99,0.1,5999.98
314,104,1,19,2,449.0,0.1,898.0
315,104,2,26,1,599.99,0.05,599.99
316,105,1,11,2,1680.99,0.2,3361.98
317,105,2,3,1,999.99,0.05,999.99
318,105,3,9,1,2999.99,0.05,2999.99
319,106,1,17,1,429.0,0.1,429.0
320,106,2,13,2,269.99,0.1,539.98
321,107,1,19,1,449.0,0.2,449.0
322,107,2,13,2,269.99,0.1,539.98
323,108,1,11,1,1680.99,0.1,1680.99
324,108,2,22,2,269.99,0.07,539.98
325,108,3,16,2,599.99,0.05,1199.98
326,109,1,22,2,269.99,0.1,539.98
327,109,2,6,1,469.99,0.07,469.99
328,110,1,14,1,269.99,0.1,269.99
329,111,1,14,1,269.99,0.1,269.99
330,111,2,12,2,549.99,0.07,1099.98
331,112,1,23,2,299.99,0.2,599.98
332,112,2,25,2,499.99,0.07,999.98
333,112,3,24,2,549.99,0.05,1099.98
334,112,4,5,1,1320.99,0.2,1320.99
335,113,1,12,2,549.99,0.07,1099.98
336,113,2,24,2,549.99,0.1,1099.98
337,113,3,6,1,469.99,0.07,469.99
338,113,4,23,1,299.99,0.2,299.99
339,113,5,5,2,1320.99,0.2,2641.98
340,114,1,12,1,549.99,0.05,549.99
341,114,2,2,1,749.99,0.07,749.99
342,114,3,13,2,269.99,0.1,539.98
343,115,1,22,1,269.99,0.2,269.99
344,115,2,19,1,449.0,0.1,449.0
345,116,1,26,1,599.99,0.05,599.99
346,117,1,22,2,269.99,0.2,539.98
347,117,2,26,1,599.99,0.05,599.99
348,117,3,14,1,269.99,0.2,269.99
349,117,4,19,1,449.0,0.05,449.0
350,118,1,18,1,449.0,0.07,449.0
351,118,2,4,1,2899.99,0.07,2899.99
352,118,3,6,1,469.99,0.07,469.99
353,118,4,3,2,999.99,0.1,1999.98
354,118,5,23,2,299.99,0.07,599.98
355,119,1,25,1,499.99,0.05,499.99
356,120,1,13,2,269.99,0.05,539.98
357,120,2,6,2,469.99,0.05,939.98
358,120,3,10,2,1549.0,0.05,3098.0
359,120,4,17,1,429.0,0.05,429.0
360,120,5,16,2,599.99,0.2,1199.98
361,121,1,5,1,1320.99,0.2,1320.99
362,121,2,14,2,269.99,0.1,539.98
363,121,3,4,2,2899.99,0.1,5799.98
364,121,4,24,2,549.99,0.07,1099.98
365,121,5,2,2,749.99,0.05,1499.98
366,122,1,16,1,599.99,0.1,599.99
367,123,1,12,2,549.99,0.1,1099.98
368,124,1,16,1,599.99,0.05,599.99
369,124,2,4,1,2899.99,0.07,2899.99
370,124,3,7,2,3999.99,0.05,7999.98
371,125,1,17,1,429.0,0.1,429.0
372,126,1,9,2,2999.99,0.05,5999.98
373,127,1,17,1,429.0,0.07,429.0
374,127,2,20,1,599.99,0.1,599.99
375,127,3,4,2,2899.99,0.07,5799.98
376,128,1,24,2,549.99,0.1,1099.98
377,128,2,16,2,599.99,0.1,1199.98
378,128,3,4,2,2899.99,0.2,5799.98
379,128,4,3,2,999.99,0.2,1999.98
380,129,1,18,1,449.0,0.1,449.0
381,129,2,9,1,2999.99,0.1,2999.99
382,130,1,26,1,599.99,0.05,599.99
383,130,2,5,2,1320.99,0.07,2641.98
384,131,1,22,2,269.99,0.2,539.98
385,131,2,4,2,2899.99,0.07,5799.98
386,131,3,24,2,549.99,0.1,1099.98
387,132,1,2,2,749.99,0.05,1499.98
388,132,2,20,1,599.99,0.05,599.99
389,132,3,9,1,2999.99,0.1,2999.99
390,133,1,13,2,269.99,0.05,539.98
391,133,2,22,1,269.99,0.2,269.99
392,134,1,19,2,449.0,0.1,898.0
393,134,2,2,2,749.99,0.07,1499.98
394,134,3,18,2,449.0,0.07,898.0
395,135,1,5,2,1320.99,0.05,2641.98
396,135,2,18,2,449.0,0.05,898.0
397,135,3,25,1,499.99,0.2,499.99
398,135,4,2,1,749.99,0.05,749.99
399,136,1,7,2,3999.99,0.2,7999.98
400,136,2,3,2,999.99,0.05,1999.98
401,137,1,23,1,299.99,0.07,299.99
402,137,2,22,1,269.99,0.1,269.99
403,138,1,16,2,599.99,0.1,1199.98
404,138,2,6,1,469.99,0.2,469.99
405,139,1,19,2,449.0,0.07,898.0
406,139,2,3,1,999.99,0.07,999.99
407,140,1,15,1,529.99,0.2,529.99
408,140,2,21,1,269.99,0.2,269.99
409,140,3,12,2,549.99,0.2,1099.98
410,140,4,3,1,999.99,0.05,999.99
411,141,1,18,1,449.0,0.2,449.0
412,142,1,16,2,599.99,0.1,1199.98
413,142,2,11,2,1680.99,0.1,3361.98
414,142,3,19,1,449.0,0.07,449.0
415,143,1,6,1,469.99,0.2,469.99
416,144,1,8,2,1799.99,0.05,3599.98
417,145,1,11,1,1680.99,0.2,1680.99
418,145,2,9,2,2999.99,0.1,5999.98
419,146,1,3,2,999.99,0.2,1999.98
420,146,2,12,1,549.99,0.1,549.99
421,146,3,20,2,599.99,0.1,1199.98
422,146,4,6,2,469.99,0.05,939.98
423,146,5,2,1,749.99,0.07,749.99
424,147,1,26,2,599.99,0.2,1199.98
425,148,1,14,1,269.99,0.05,269.99
426,149,1,12,2,549.99,0.07,1099.98
427,149,2,21,2,269.99,0.07,539.98
428,150,1,7,1,3999.99,0.1,3999.99
429,150,2,3,1,999.99,0.2,999.99
430,150,3,17,1,429.0,0.07,429.0
431,150,4,25,2,499.99,0.07,999.98
432,151,1,17,1,429.0,0.1,429.0
433,151,2,26,1,599.99,0.1,599.99
434,152,1,6,2,469.99,0.2,939.98
435,152,2,22,2,269.99,0.2,539.98
436,152,3,16,2,599.99,0.07,1199.98
437,153,1,16,1,599.99,0.07,599.99
438,153,2,8,1,1799.99,0.07,1799.99
439,153,3,15,2,529.99,0.05,1059.98
440,154,1,12,1,549.99,0.1,549.99
441,155,1,8,1,1799.99,0.1,1799.99
442,156,1,18,2,449.0,0.2,898.0
443,156,2,17,2,429.0,0.05,858.0
444,156,3,6,1,469.99,0.07,469.99
445,157,1,4,1,2899.99,0.1,2899.99
446,157,2,7,2,3999.99,0.07,7999.98
447,158,1,24,1,549.99,0.1,549.99
448,159,1,13,1,269.99,0.2,269.99
449,160,1,21,1,269.99,0.07,269.99
450,160,2,15,2,529.99,0.07,1059.98
451,160,3,18,2,449.0,0.1,898.0
452,160,4,11,1,1680.99,0.05,1680.99
453,161,1,24,2,549.99,0.07,1099.98
454,161,2,22,1,269.99,0.05,269.99
455,161,3,7,2,3999.99,0.05,7999.98
456,162,1,18,1,449.0,0.07,449.0
457,162,2,21,2,269.99,0.07,539.98
458,162,3,3,2,999.99,0.1,1999.98
459,163,1,12,1,549.99,0.1,549.99
460,163,2,18,1,449.0,0.2,449.0
461,164,1,4,2,2899.99,0.05,5799.98
462,164,2,10,2,1549.0,0.05,3098.0
463,164,3,14,1,269.99,0.1,269.99
464,165,1,4,2,2899.99,0.05,5799.98
465,165,2,23,1,299.99,0.2,299.99
466,165,3,2,1,749.99,0.05,749.99
467,166,1,10,2,1549.0,0.1,3098.0
468,166,2,11,1,1680.99,0.2,1680.99
469,167,1,12,1,549.99,0.05,549.99
470,167,2,10,1,1549.0,0.2,1549.0
471,167,3,13,2,269.99,0.05,539.98
472,167,4,7,2,3999.99,0.05,7999.98
473,168,1,6,1,469.99,0.1,469.99
474,168,2,11,2,1680.99,0.07,3361.98
475,168,3,12,2,549.99,0.07,1099.98
476,168,4,22,2,269.99,0.2,539.98
477,169,1,20,2,599.99,0.1,1199.98
478,169,2,5,1,1320.99,0.05,1320.99
479,169,3,10,1,1549.0,0.2,1549.0
480,169,4,11,1,1680.99,0.2,1680.99
481,169,5,14,2,269.99,0.05,539.98
482,170,1,12,2,549.99,0.1,1099.98
483,170,2,24,1,549.99,0.05,549.99
484,170,3,7,1,3999.99,0.2,3999.99
485,170,4,18,2,449.0,0.05,898.0
486,171,1,8,1,1799.99,0.05,1799.99
487,172,1,23,1,299.99,0.07,299.99
488,172,2,16,1,599.99,0.2,599.99
489,173,1,14,1,269.99,0.05,269.99
490,173,2,16,1,599.99,0.2,599.99
491,173,3,20,2,599.99,0.05,1199.98
492,174,1,22,2,269.99,0.2,539.98
493,174,2,19,2,449.0,0.1,898.0
494,175,1,5,1,1320.99,0.1,1320.99
495,175,2,2,2,749.99,0.2,1499.98
496,175,3,21,2,269.99,0.1,539.98
497,175,4,19,1,449.0,0.07,449.0
498,176,1,2,2,749.99,0.07,1499.98
499,176,2,11,2,1680.99,0.2,3361.98
500,176,3,16,2,599.99,0.05,1199.98
501,177,1,20,2,599.99,0.1,1199.98
502,178,1,10,2,1549.0,0.2,3098.0
503,178,2,12,1,549.99,0.05,549.99
504,178,3,3,1,999.99,0.1,999.99
505,178,4,18,1,449.0,0.07,449.0
506,179,1,13,2,269.99,0.05,539.98
507,179,2,26,1,599.99,0.1,599.99
508,179,3,18,1,449.0,0.2,449.0
509,179,4,12,2,549.99,0.2,1099.98
510,179,5,20,2,599.99,0.1,1199.98
511,180,1,16,1,599.99,0.07,599.99
512,181,1,10,1,1549.0,0.05,1549.0
513,181,2,11,1,1680.99,0.1,1680.99
514,181,3,15,2,529.99,0.2,1059.98
515,181,4,24,2,549.99,0.05,1099.98
516,182,1,25,2,499.99,0.05,999.98
517,182,2,24,2,549.99,0.07,1099.98
518,183,1,11,2,1680.99,0.2,3361.98
519,183,2,12,2,549.99,0.05,1099.98
520,183,3,19,1,449.0,0.07,449.0
521,183,4,17,1,429.0,0.07,429.0
522,184,1,4,1,2899.99,0.2,2899.99
523,184,2,5,1,1320.99,0.1,1320.99
524,184,3,14,1,269.99,0.1,269.99
525,185,1,20,1,599.99,0.1,599.99
526,185,2,8,1,1799.99,0.05,1799.99
527,186,1,4,1,2899.99,0.1,2899.99
528,186,2,6,1,469.99,0.1,469.99
529,187,1,5,1,1320.99,0.05,1320.99
530,188,1,7,2,3999.99,0.07,7999.98
531,189,1,16,2,599.99,0.2,1199.98
532,190,1,24,1,549.99,0.05,549.99
533,190,2,15,1,529.99,0.2,529.99
534,190,3,3,2,999.99,0.2,1999.98
535,191,1,25,1,499.99,0.05,499.99
536,191,2,12,2,549.99,0.2,1099.98
537,191,3,3,1,999.99,0.07,999.99
538,191,4,8,2,1799.99,0.05,3599.98
539,191,5,23,1,299.99,0.05,299.99
540,192,1,8,2,1799.99,0.1,3599.98
541,192,2,25,1,499.99,0.07,499.99
542,192,3,2,1,749.99,0.05,749.99
543,192,4,24,2,549.99,0.07,1099.98
544,192,5,10,2,1549.0,0.2,3098.0
545,193,1,12,2,549.99,0.1,1099.98
546,194,1,21,2,269.99,0.2,539.98
547,195,1,18,1,449.0,0.2,449.0
548,195,2,14,1,269.99,0.05,269.99
549,195,3,5,2,1320.99,0.2,2641.98
550,195,4,4,2,2899.99,0.2,5799.98
551,195,5,21,2,269.99,0.1,539.98
552,196,1,6,1,469.99,0.05,469.99
553,196,2,3,2,999.99,0.07,1999.98
554,196,3,10,2,1549.0,0.07,3098.0
555,196,4,12,1,549.99,0.07,549.99
556,196,5,20,1,599.99,0.1,599.99
557,197,1,4,2,2899.99,0.2,5799.98
558,197,2,2,2,749.99,0.07,1499.98
559,198,1,6,2,469.99,0.05,939.98
560,198,2,20,2,599.99,0.07,1199.98
561,198,3,8,2,1799.99,0.2,3599.98
562,198,4,13,2,269.99,0.05,539.98
563,198,5,17,1,429.0,0.05,429.0
564,199,1,25,2,499.99,0.05,999.98
565,199,2,18,2,449.0,0.07,898.0
566,199,3,4,1,2899.99,0.2,2899.99
567,200,1,23,2,299.99,0.05,599.98
568,200,2,22,2,269.99,0.07,539.98
569,201,1,24,1,549.99,0.05,549.99
570,201,2,7,1,3999.99,0.2,3999.99
571,201,3,14,2,269.99,0.1,539.98
572,201,4,17,1,429.0,0.05,429.0
573,202,1,8,1,1799.99,0.07,1799.99
574,202,2,17,1,429.0,0.05,429.0
575,202,3,15,2,529.99,0.05,1059.98
576,202,4,25,2,499.99,0.05,999.98
577,203,1,26,1,599.99,0.05,599.99
578,203,2,3,2,999.99,0.1,1999.98
579,203,3,17,2,429.0,0.2,858.0
580,203,4,19,2,449.0,0.07,898.0
581,204,1,6,2,469.99,0.07,939.98
582,204,2,17,2,429.0,0.1,858.0
583,205,1,22,2,269.99,0.05,539.98
584,205,2,24,2,549.99,0.1,1099.98
585,206,1,25,1,499.99,0.05,499.99
586,206,2,20,1,599.99,0.2,599.99
587,207,1,12,2,549.99,0.2,1099.98
588,207,2,5,1,1320.99,0.05,1320.99
589,207,3,11,2,1680.99,0.07,3361.98
590,207,4,7,2,3999.99,0.1,7999.98
591,208,1,6,2,469.99,0.05,939.98
592,208,2,4,2,2899.99,0.07,5799.98
593,208,3,3,1,999.99,0.05,999.99
594,208,4,12,1,549.99,0.2,549.99
595,208,5,10,2,1549.0,0.05,3098.0
596,209,1,13,1,269.99,0.1,269.99
597,210,1,14,1,269.99,0.07,269.99
598,210,2,13,2,269.99,0.2,539.98
599,211,1,10,1,1549.0,0.07,1549.0
600,211,2,2,2,749.99,0.07,1499.98
601,212,1,16,2,599.99,0.07,1199.98
602,212,2,12,2,549.99,0.2,1099.98
603,212,3,19,1,449.0,0.1,449.0
604,212,4,7,1,3999.99,0.2,3999.99
605,213,1,13,1,269.99,0.1,269.99
606,214,1,21,1,269.99,0.1,269.99
607,215,1,19,1,449.0,0.07,449.0
608,215,2,12,2,549.99,0.1,1099.98
609,216,1,22,2,269.99,0.1,539.98
610,216,2,16,2,599.99,0.05,1199.98
611,217,1,18,1,449.0,0.1,449.0
612,217,2,10,2,1549.0,0.1,3098.0
613,217,3,17,1,429.0,0.07,429.0
614,218,1,2,2,749.99,0.1,1499.98
615,218,2,13,1,269.99,0.07,269.99
616,218,3,12,1,549.99,0.05,549.99
617,219,1,26,1,599.99,0.05,599.99
618,219,2,5,1,1320.99,0.2,1320.99
619,220,1,6,2,469.99,0.05,939.98
